model,prompt_id,tag,count,persistence_class
SA3M,NAT_004,abrupt_cutoff,0,not_observed
SA3M,NAT_004,clipping,0,not_observed
SA3M,NAT_004,silence,0,not_observed
SA3M,NAT_004,texture_ambiguity,1,sporadic
SA3M,NAT_004,other,0,not_observed
SA3M,NAT_005,wrong_source,0,not_observed
SA3M,NAT_005,missing_secondary_event,0,not_observed
SA3M,NAT_005,extra_event,0,not_observed
SA3M,NAT_005,wrong_count,0,not_observed
SA3M,NAT_005,wrong_attribute,1,sporadic
SA3M,NAT_005,wrong_temporal_order,0,not_observed
SA3M,NAT_005,artifact_noise,3,unstable
SA3M,NAT_005,abrupt_cutoff,0,not_observed
SA3M,NAT_005,clipping,0,not_observed
SA3M,NAT_005,silence,0,not_observed
SA3M,NAT_005,texture_ambiguity,3,unstable
SA3M,NAT_005,other,0,not_observed
SA3M,NAT_006,wrong_source,4,persistent
SA3M,NAT_006,missing_secondary_event,0,not_observed
SA3M,NAT_006,extra_event,0,not_observed
SA3M,NAT_006,wrong_count,0,not_observed
SA3M,NAT_006,wrong_attribute,0,not_observed
SA3M,NAT_006,wrong_temporal_order,0,not_observed
SA3M,NAT_006,artifact_noise,0,not_observed
SA3M,NAT_006,abrupt_cutoff,0,not_observed
SA3M,NAT_006,clipping,0,not_observed
SA3M,NAT_006,silence,0,not_observed
SA3M,NAT_006,texture_ambiguity,1,sporadic
SA3M,NAT_006,other,0,not_observed
SA3M,WPN_001,wrong_source,0,not_observed
SA3M,WPN_001,missing_secondary_event,0,not_observed
SA3M,WPN_001,extra_event,0,not_observed
SA3M,WPN_001,wrong_count,1,sporadic
SA3M,WPN_001,wrong_attribute,2,unstable
SA3M,WPN_001,wrong_temporal_order,0,not_observed
SA3M,WPN_001,artifact_noise,1,sporadic
SA3M,WPN_001,abrupt_cutoff,0,not_observed
SA3M,WPN_001,clipping,0,not_observed
SA3M,WPN_001,silence,0,not_observed
SA3M,WPN_001,texture_ambiguity,0,not_observed
SA3M,WPN_001,other,0,not_observed
SA3M,WPN_002,wrong_source,2,unstable
SA3M,WPN_002,missing_secondary_event,0,not_observed
SA3M,WPN_002,extra_event,0,not_observed
SA3M,WPN_002,wrong_count,3,unstable
SA3M,WPN_002,wrong_attribute,2,unstable
SA3M,WPN_002,wrong_temporal_order,0,not_observed
SA3M,WPN_002,artifact_noise,1,sporadic
SA3M,WPN_002,abrupt_cutoff,0,not_observed
SA3M,WPN_002,clipping,0,not_observed
SA3M,WPN_002,silence,0,not_observed
SA3M,WPN_002,texture_ambiguity,0,not_observed
SA3M,WPN_002,other,0,not_observed
SA3M,WPN_003,wrong_source,4,persistent
SA3M,WPN_003,missing_secondary_event,3,unstable
SA3M,WPN_003,extra_event,0,not_observed
SA3M,WPN_003,wrong_count,0,not_observed
SA3M,WPN_003,wrong_attribute,0,not_observed
SA3M,WPN_003,wrong_temporal_order,0,not_observed
SA3M,WPN_003,artifact_noise,0,not_observed
SA3M,WPN_003,abrupt_cutoff,0,not_observed
SA3M,WPN_003,clipping,0,not_observed
SA3M,WPN_003,silence,0,not_observed
SA3M,WPN_003,texture_ambiguity,0,not_observed
SA3M,WPN_003,other,0,not_observed
SA3M,WPN_004,wrong_source,0,not_observed
SA3M,WPN_004,missing_secondary_event,1,sporadic
SA3M,WPN_004,extra_event,0,not_observed
SA3M,WPN_004,wrong_count,5,persistent
SA3M,WPN_004,wrong_attribute,1,sporadic
SA3M,WPN_004,wrong_temporal_order,0,not_observed
SA3M,WPN_004,artifact_noise,0,not_observed
SA3M,WPN_004,abrupt_cutoff,0,not_observed
SA3M,WPN_004,clipping,0,not_observed
SA3M,WPN_004,silence,0,not_observed
SA3M,WPN_004,texture_ambiguity,0,not_observed
SA3M,WPN_004,other,0,not_observed
SA3M,WPN_005,wrong_source,4,persistent
SA3M,WPN_005,missing_secondary_event,1,sporadic
SA3M,WPN_005,extra_event,0,not_observed
SA3M,WPN_005,wrong_count,1,sporadic
SA3M,WPN_005,wrong_attribute,1,sporadic
SA3M,WPN_005,wrong_temporal_order,0,not_observed
SA3M,WPN_005,artifact_noise,0,not_observed
SA3M,WPN_005,abrupt_cutoff,0,not_observed
SA3M,WPN_005,clipping,0,not_observed
SA3M,WPN_005,silence,0,not_observed
SA3M,WPN_005,texture_ambiguity,0,not_observed
SA3M,WPN_005,other,0,not_observed
SA3M,WPN_006,wrong_source,0,not_observed
SA3M,WPN_006,missing_secondary_event,5,persistent
SA3M,WPN_006,extra_event,0,not_observed
SA3M,WPN_006,wrong_count,0,not_observed
SA3M,WPN_006,wrong_attribute,0,not_observed
SA3M,WPN_006,wrong_temporal_order,0,not_observed
SA3M,WPN_006,artifact_noise,0,not_observed
SA3M,WPN_006,abrupt_cutoff,0,not_observed
SA3M,WPN_006,clipping,0,not_observed
SA3M,WPN_006,silence,0,not_observed
SA3M,WPN_006,texture_ambiguity,0,not_observed
SA3M,WPN_006,other,0,not_observed
SAO1,ANI_001,wrong_source,0,not_observed
SAO1,ANI_001,missing_secondary_event,0,not_observed
SAO1,ANI_001,extra_event,0,not_observed
SAO1,ANI_001,wrong_count,5,persistent
SAO1,ANI_001,wrong_attribute,0,not_observed
SAO1,ANI_001,wrong_temporal_order,0,not_observed
SAO1,ANI_001,artifact_noise,2,unstable
SAO1,ANI_001,abrupt_cutoff,0,not_observed
SAO1,ANI_001,clipping,0,not_observed
SAO1,ANI_001,silence,0,not_observed
SAO1,ANI_001,texture_ambiguity,0,not_observed
SAO1,ANI_001,other,0,not_observed
SAO1,ANI_002,wrong_source,0,not_observed
SAO1,ANI_002,missing_secondary_event,0,not_observed
SAO1,ANI_002,extra_event,0,not_observed
SAO1,ANI_002,wrong_count,0,not_observed
SAO1,ANI_002,wrong_attribute,0,not_observed
SAO1,ANI_002,wrong_temporal_order,0,not_observed
SAO1,ANI_002,artifact_noise,0,not_observed
SAO1,ANI_002,abrupt_cutoff,0,not_observed
SAO1,ANI_002,clipping,0,not_observed
SAO1,ANI_002,silence,0,not_observed
SAO1,ANI_002,texture_ambiguity,0,not_observed
SAO1,ANI_002,other,1,sporadic
SAO1,ANI_003,wrong_source,0,not_observed
SAO1,ANI_003,missing_secondary_event,0,not_observed
SAO1,ANI_003,extra_event,0,not_observed
SAO1,ANI_003,wrong_count,4,persistent
SAO1,ANI_003,wrong_attribute,1,sporadic
SAO1,ANI_003,wrong_temporal_order,0,not_observed
SAO1,ANI_003,artifact_noise,1,sporadic
SAO1,ANI_003,abrupt_cutoff,0,not_observed
SAO1,ANI_003,clipping,0,not_observed
SAO1,ANI_003,silence,0,not_observed
SAO1,ANI_003,texture_ambiguity,1,sporadic
SAO1,ANI_003,other,0,not_observed
SAO1,ANI_004,wrong_source,0,not_observed
SAO1,ANI_004,missing_secondary_event,2,unstable
SAO1,ANI_004,extra_event,0,not_observed
SAO1,ANI_004,wrong_count,0,not_observed
SAO1,ANI_004,wrong_attribute,0,not_observed
SAO1,ANI_004,wrong_temporal_order,0,not_observed
SAO1,ANI_004,artifact_noise,0,not_observed
SAO1,ANI_004,abrupt_cutoff,0,not_observed
SAO1,ANI_004,clipping,0,not_observed
SAO1,ANI_004,silence,0,not_observed
SAO1,ANI_004,texture_ambiguity,0,not_observed
SAO1,ANI_004,other,0,not_observed
SAO1,ANI_005,wrong_source,0,not_observed
SAO1,ANI_005,missing_secondary_event,5,persistent
SAO1,ANI_005,extra_event,0,not_observed
SAO1,ANI_005,wrong_count,0,not_observed
SAO1,ANI_005,wrong_attribute,0,not_observed
SAO1,ANI_005,wrong_temporal_order,0,not_observed
SAO1,ANI_005,artifact_noise,0,not_observed
SAO1,ANI_005,abrupt_cutoff,1,sporadic
SAO1,ANI_005,clipping,0,not_observed
SAO1,ANI_005,silence,0,not_observed
SAO1,ANI_005,texture_ambiguity,0,not_observed
SAO1,ANI_005,other,0,not_observed
SAO1,DLY_001,wrong_source,0,not_observed
SAO1,DLY_001,missing_secondary_event,0,not_observed
SAO1,DLY_001,extra_event,0,not_observed
SAO1,DLY_001,wrong_count,0,not_observed
SAO1,DLY_001,wrong_attribute,3,unstable
SAO1,DLY_001,wrong_temporal_order,0,not_observed
SAO1,DLY_001,artifact_noise,2,unstable
SAO1,DLY_001,abrupt_cutoff,0,not_observed
SAO1,DLY_001,clipping,0,not_observed
SAO1,DLY_001,silence,0,not_observed
SAO1,DLY_001,texture_ambiguity,1,sporadic
SAO1,DLY_001,other,0,not_observed
SAO1,DLY_002,wrong_source,0,not_observed
SAO1,DLY_002,missing_secondary_event,0,not_observed
SAO1,DLY_002,extra_event,0,not_observed
SAO1,DLY_002,wrong_count,5,persistent
SAO1,DLY_002,wrong_attribute,0,not_observed
SAO1,DLY_002,wrong_temporal_order,0,not_observed
SAO1,DLY_002,artifact_noise,0,not_observed
SAO1,DLY_002,abrupt_cutoff,0,not_observed
SAO1,DLY_002,clipping,0,not_observed
SAO1,DLY_002,silence,0,not_observed
SAO1,DLY_002,texture_ambiguity,0,not_observed
SAO1,DLY_002,other,0,not_observed
SAO1,DLY_003,wrong_source,0,not_observed
SAO1,DLY_003,missing_secondary_event,5,persistent
SAO1,DLY_003,extra_event,0,not_observed
SAO1,DLY_003,wrong_count,0,not_observed
SAO1,DLY_003,wrong_attribute,0,not_observed
